序号,代码,名称,买入日,买入价,卖出日,卖出价,股数,净收益率,盈亏(元),持有交易日,卖出原因
233,300803,指南针,2022-01-24,28.81,2022-01-27,26.804,17300,-7.0586%,-35198.81,3,信号
234,603106,恒银科技,2022-01-24,7.564,2022-01-26,6.207,300,-18.3395%,-417.07,2,止损
235,688166,博瑞医药,2022-01-24,37.577,2022-01-27,33.541,12100,-10.8287%,-49260.52,3,止损
236,688488,艾迪药业,2022-01-24,16.008,2022-01-26,14.343,31200,-10.4917%,-52426.93,2,止损
237,603839,安正时尚,2022-01-25,8.421,2022-02-08,6.844,39400,-18.8153%,-62459.42,5,止损
238,002528,ST英飞,2022-01-26,4.502,2022-02-07,3.598,111000,-20.1598%,-100799.12,3,止损
239,601069,西部黄金,2022-01-26,12.447,2022-02-07,11.245,40100,-9.7458%,-48669.06,3,止损
240,000608,阳光股份,2022-01-27,4.002,2022-02-07,3.088,124900,-22.9043%,-114544.57,2,止损
241,002037,保利联合,2022-01-27,10.092,2022-02-25,13.61,49500,34.7258%,173561.70,16,信号
242,002654,万润科技,2022-01-27,4.794,2022-02-23,5.039,104200,5.0068%,25025.30,14,信号
243,002779,中坚科技,2022-01-27,12.517,2022-03-16,21.015,5400,67.7243%,45799.91,29,信号
244,600160,巨化股份,2022-01-27,11.866,2022-03-07,12.694,42100,6.8687%,34330.03,22,信号
245,601456,国联民生,2022-01-27,15.45,2022-02-08,13.935,32300,-9.8942%,-49399.12,3,止损
246,600230,沧州大化,2022-01-28,16.554,2022-02-23,18.267,30200,10.2350%,51194.39,13,信号
247,600055,万东医疗,2022-02-07,26.543,2022-03-03,31.004,18800,16.6906%,83330.08,18,信号
248,603095,越剑智能,2022-02-07,11.769,2022-02-23,11.378,42400,-3.4153%,-17051.04,12,信号
249,000923,河钢资源,2022-02-08,15.298,2022-02-16,13.753,32600,-10.1863%,-50825.04,6,止损
250,002307,北新路桥,2022-02-08,4.722,2022-02-25,4.598,105800,-2.7371%,-13682.06,13,信号
251,002494,华斯股份,2022-02-08,5.323,2022-02-18,5.047,93900,-5.2648%,-26326.75,8,信号
252,300330,计通退,2022-02-08,11.506,2022-02-24,11.284,43400,-2.0222%,-10103.09,12,信号
253,600033,福建高速,2022-02-08,2.34,2022-02-23,2.298,100,-5.9543%,-14.23,11,信号
254,600248,陕建股份,2022-02-08,5.282,2022-02-28,5.526,94600,4.5265%,22627.57,14,信号
255,601006,大秦铁路,2022-02-08,4.919,2022-02-23,5.144,101600,4.4685%,22345.50,11,信号
256,601186,中国铁建,2022-02-08,7.278,2022-02-16,7.03,68700,-3.4926%,-17470.96,6,信号
257,603969,银龙股份,2022-02-08,4.482,2022-02-25,4.518,38000,0.6913%,1178.00,13,信号
