序号,代码,名称,买入日,买入价,卖出日,卖出价,股数,净收益率,盈亏(元),持有交易日,卖出原因
225,002049,紫光国微,2022-01-18,156.028,2022-01-28,151.217,3200,-3.1800%,-15885.58,8,信号
226,002602,世纪华通,2022-01-18,8.224,2022-01-20,8.106,60700,-1.5353%,-7668.23,2,信号
227,600233,圆通速递,2022-01-18,16.158,2022-01-20,15.552,15800,-3.8458%,-9823.02,2,信号
228,601988,中国银行,2022-01-18,1.923,2022-01-26,1.931,100,-4.6593%,-9.19,6,信号
229,000063,中兴通讯,2022-01-20,31.258,2022-01-24,30.277,15900,-3.2345%,-16083.39,2,信号
230,600019,宝钢股份,2022-01-20,6.326,2022-01-26,5.9,34400,-6.8289%,-14868.58,4,信号
231,601318,中国平安,2022-01-20,40.02,2022-01-26,40.16,12400,0.2493%,1237.77,4,信号
232,601899,紫金矿业,2022-01-20,8.454,2022-02-07,8.396,59100,-0.7903%,-3950.84,7,信号
233,000333,美的集团,2022-01-24,62.042,2022-01-28,60.011,8000,-3.3703%,-16736.42,4,信号
234,002142,宁波银行,2022-01-24,36.288,2022-02-16,35.462,11700,-2.3736%,-10082.48,12,信号
235,300750,宁德时代,2022-01-24,291.63,2022-01-26,295.669,1700,1.2838%,6367.69,2,信号
236,600036,招商银行,2022-01-24,42.723,2022-02-07,41.031,11700,-4.0561%,-20284.93,5,信号
237,601668,中国建筑,2022-01-25,4.065,2022-02-07,3.951,119300,-2.9017%,-14079.31,4,信号
238,002304,洋河股份,2022-01-26,146.568,2022-01-28,143.863,3400,-1.9438%,-9691.46,2,信号
239,002475,立讯精密,2022-01-26,47.347,2022-01-28,45.88,10500,-3.1945%,-15888.88,2,信号
240,600588,用友网络,2022-01-26,38.419,2022-01-28,35.822,13000,-6.8531%,-34245.13,2,信号
241,601111,中国国航,2022-01-26,9.925,2022-02-23,10.115,50300,1.8123%,9051.99,15,信号
242,601211,国泰海通,2022-01-26,15.468,2022-02-07,15.332,12200,-0.9744%,-1839.76,3,信号
243,601328,交通银行,2022-01-26,2.934,2022-02-07,2.982,100,-1.7745%,-5.30,3,信号
244,300450,先导智能,2022-01-28,72.318,2022-02-09,63.24,6900,-12.6400%,-63104.34,3,止损
245,300750,宁德时代,2022-01-28,308.638,2022-02-09,277.456,1600,-10.1930%,-50360.14,3,止损
246,600519,贵州茅台,2022-01-28,1732.925,2022-02-08,1645.116,200,-5.1620%,-17899.60,2,信号
247,601800,中国交建,2022-01-28,8.175,2022-02-25,8.777,61100,7.2507%,36235.24,15,信号
248,688005,容百科技,2022-01-28,86.902,2022-02-09,83.722,5700,-3.7559%,-18614.06,3,信号
249,688012,中微公司,2022-01-28,82.344,2022-02-09,76.373,6000,-7.3444%,-36304.29,3,止损
250,002807,江阴银行,2022-02-07,2.737,2022-02-24,2.781,100,-2.0363%,-5.68,13,信号
251,600298,安琪酵母,2022-02-07,54.653,2022-02-15,52.74,9100,-3.5980%,-17903.27,6,信号
252,600919,江苏银行,2022-02-07,4.227,2022-02-16,4.233,118200,0.0364%,182.03,7,信号
253,601155,新城控股,2022-02-07,33.267,2022-02-16,32.584,7200,-2.1508%,-5154.12,7,信号
254,601816,京沪高铁,2022-02-07,4.668,2022-02-25,4.754,107100,1.7252%,8629.91,14,信号
255,601888,中国中免,2022-02-07,209.004,2022-02-23,205.277,2300,-1.8815%,-9048.85,12,信号
256,603198,迎驾贡酒,2022-02-07,63.302,2022-02-09,57.301,7800,-9.5694%,-47272.69,2,止损
