方案,日期,净值
S0 无过滤全市场,2025-02-28,0.119416
S0 无过滤全市场,2025-03-03,0.118380
S0 无过滤全市场,2025-03-04,0.118088
S0 无过滤全市场,2025-03-05,0.118260
S0 无过滤全市场,2025-03-06,0.117660
S0 无过滤全市场,2025-03-07,0.117621
S0 无过滤全市场,2025-03-10,0.115997
S0 无过滤全市场,2025-03-11,0.116199
S0 无过滤全市场,2025-03-12,0.115791
S0 无过滤全市场,2025-03-13,0.115506
S0 无过滤全市场,2025-03-14,0.115586
S0 无过滤全市场,2025-03-17,0.115572
S0 无过滤全市场,2025-03-18,0.115044
S0 无过滤全市场,2025-03-19,0.114660
S0 无过滤全市场,2025-03-20,0.114019
S0 无过滤全市场,2025-03-21,0.113675
S0 无过滤全市场,2025-03-24,0.113269
S0 无过滤全市场,2025-03-25,0.112729
S0 无过滤全市场,2025-03-26,0.112180
S0 无过滤全市场,2025-03-27,0.111791
S0 无过滤全市场,2025-03-28,0.110837
S0 无过滤全市场,2025-03-31,0.110877
S0 无过滤全市场,2025-04-01,0.110519
S0 无过滤全市场,2025-04-02,0.109144
S0 无过滤全市场,2025-04-03,0.102410
S0 无过滤全市场,2025-04-07,0.101708
S0 无过滤全市场,2025-04-08,0.099736
S0 无过滤全市场,2025-04-09,0.101293
S0 无过滤全市场,2025-04-10,0.100414
S0 无过滤全市场,2025-04-11,0.101414
S0 无过滤全市场,2025-04-14,0.101300
S0 无过滤全市场,2025-04-15,0.100787
S0 无过滤全市场,2025-04-16,0.100045
S0 无过滤全市场,2025-04-17,0.099705
S0 无过滤全市场,2025-04-18,0.099331
S0 无过滤全市场,2025-04-21,0.099028
S0 无过滤全市场,2025-04-22,0.099174
S0 无过滤全市场,2025-04-23,0.098860
S0 无过滤全市场,2025-04-24,0.098717
S0 无过滤全市场,2025-04-25,0.098341
S0 无过滤全市场,2025-04-28,0.097827
S0 无过滤全市场,2025-04-29,0.097774
S0 无过滤全市场,2025-04-30,0.098285
S0 无过滤全市场,2025-05-06,0.099136
S0 无过滤全市场,2025-05-07,0.098621
S0 无过滤全市场,2025-05-08,0.098378
S0 无过滤全市场,2025-05-09,0.098812
S0 无过滤全市场,2025-05-12,0.099442
S0 无过滤全市场,2025-05-13,0.099152
S0 无过滤全市场,2025-05-14,0.098836
S0 无过滤全市场,2025-05-15,0.098430
S0 无过滤全市场,2025-05-16,0.098427
S0 无过滤全市场,2025-05-19,0.098301
S0 无过滤全市场,2025-05-20,0.097950
S0 无过滤全市场,2025-05-21,0.097433
S0 无过滤全市场,2025-05-22,0.097123
S0 无过滤全市场,2025-05-23,0.096901
S0 无过滤全市场,2025-05-26,0.096665
S0 无过滤全市场,2025-05-27,0.096509
S0 无过滤全市场,2025-05-28,0.096208
S0 无过滤全市场,2025-05-29,0.095816
S0 无过滤全市场,2025-05-30,0.095222
S0 无过滤全市场,2025-06-03,0.095112
S0 无过滤全市场,2025-06-04,0.094962
S0 无过滤全市场,2025-06-05,0.094747
S0 无过滤全市场,2025-06-06,0.094710
S0 无过滤全市场,2025-06-09,0.094556
S0 无过滤全市场,2025-06-10,0.094401
S0 无过滤全市场,2025-06-11,0.094010
S0 无过滤全市场,2025-06-12,0.093537
S0 无过滤全市场,2025-06-13,0.093072
S0 无过滤全市场,2025-06-16,0.093003
S0 无过滤全市场,2025-06-17,0.092556
S0 无过滤全市场,2025-06-18,0.092177
S0 无过滤全市场,2025-06-19,0.091880
S0 无过滤全市场,2025-06-20,0.091181
S0 无过滤全市场,2025-06-23,0.091083
S0 无过滤全市场,2025-06-24,0.091037
S0 无过滤全市场,2025-06-25,0.090800
S0 无过滤全市场,2025-06-26,0.090807
S0 无过滤全市场,2025-06-27,0.090848
S0 无过滤全市场,2025-06-30,0.090743
S0 无过滤全市场,2025-07-01,0.090445
S0 无过滤全市场,2025-07-02,0.090228
S0 无过滤全市场,2025-07-03,0.090015
S0 无过滤全市场,2025-07-04,0.089705
S0 无过滤全市场,2025-07-07,0.089558
S0 无过滤全市场,2025-07-08,0.089441
S0 无过滤全市场,2025-07-09,0.089140
S0 无过滤全市场,2025-07-10,0.088978
S0 无过滤全市场,2025-07-11,0.088804
S0 无过滤全市场,2025-07-14,0.088442
S0 无过滤全市场,2025-07-15,0.088252
S0 无过滤全市场,2025-07-16,0.088074
S0 无过滤全市场,2025-07-17,0.088015
S0 无过滤全市场,2025-07-18,0.087968
S0 无过滤全市场,2025-07-21,0.087818
S0 无过滤全市场,2025-07-22,0.087608
S0 无过滤全市场,2025-07-23,0.087368
S0 无过滤全市场,2025-07-24,0.087252
S0 无过滤全市场,2025-07-25,0.087133
S0 无过滤全市场,2025-07-28,0.086928
S0 无过滤全市场,2025-07-29,0.086606
S0 无过滤全市场,2025-07-30,0.086201
S0 无过滤全市场,2025-07-31,0.086037
S0 无过滤全市场,2025-08-01,0.085470
S0 无过滤全市场,2025-08-04,0.085450
S0 无过滤全市场,2025-08-05,0.085253
S0 无过滤全市场,2025-08-06,0.085118
S0 无过滤全市场,2025-08-07,0.084795
S0 无过滤全市场,2025-08-08,0.084768
S0 无过滤全市场,2025-08-11,0.084621
S0 无过滤全市场,2025-08-12,0.084543
S0 无过滤全市场,2025-08-13,0.084444
S0 无过滤全市场,2025-08-14,0.084173
S0 无过滤全市场,2025-08-15,0.084415
S0 无过滤全市场,2025-08-18,0.084256
S0 无过滤全市场,2025-08-19,0.083812
S0 无过滤全市场,2025-08-20,0.083746
S0 无过滤全市场,2025-08-21,0.083543
S0 无过滤全市场,2025-08-22,0.083768
S0 无过滤全市场,2025-08-25,0.083432
S0 无过滤全市场,2025-08-26,0.083299
S0 无过滤全市场,2025-08-27,0.083053
S0 无过滤全市场,2025-08-28,0.082908
S0 无过滤全市场,2025-08-29,0.082934
S0 无过滤全市场,2025-09-01,0.082765
S0 无过滤全市场,2025-09-02,0.082774
S0 无过滤全市场,2025-09-03,0.082689
S0 无过滤全市场,2025-09-04,0.082649
S0 无过滤全市场,2025-09-05,0.082581
S0 无过滤全市场,2025-09-08,0.082245
S0 无过滤全市场,2025-09-09,0.081984
S0 无过滤全市场,2025-09-10,0.081679
S0 无过滤全市场,2025-09-11,0.081537
S0 无过滤全市场,2025-09-12,0.081449
S0 无过滤全市场,2025-09-15,0.081357
S0 无过滤全市场,2025-09-16,0.081142
S0 无过滤全市场,2025-09-17,0.080933
S0 无过滤全市场,2025-09-18,0.080727
S0 无过滤全市场,2025-09-19,0.080614
S0 无过滤全市场,2025-09-22,0.080410
S0 无过滤全市场,2025-09-23,0.079905
S0 无过滤全市场,2025-09-24,0.079661
S0 无过滤全市场,2025-09-25,0.079248
S0 无过滤全市场,2025-09-26,0.079144
S0 无过滤全市场,2025-09-29,0.079169
S0 无过滤全市场,2025-09-30,0.079365
S0 无过滤全市场,2025-10-09,0.078991
S0 无过滤全市场,2025-10-10,0.076096
S0 无过滤全市场,2025-10-13,0.076386
S0 无过滤全市场,2025-10-14,0.076324
S0 无过滤全市场,2025-10-15,0.076061
S0 无过滤全市场,2025-10-16,0.075872
S0 无过滤全市场,2025-10-17,0.076424
S0 无过滤全市场,2025-10-20,0.076424
S0 无过滤全市场,2025-10-21,0.076014
S0 无过滤全市场,2025-10-22,0.075722
S0 无过滤全市场,2025-10-23,0.075747
S0 无过滤全市场,2025-10-24,0.076013
S0 无过滤全市场,2025-10-27,0.075688
S0 无过滤全市场,2025-10-28,0.075456
S0 无过滤全市场,2025-10-29,0.075178
S0 无过滤全市场,2025-10-30,0.075020
S0 无过滤全市场,2025-10-31,0.074997
S0 无过滤全市场,2025-11-03,0.074764
S0 无过滤全市场,2025-11-04,0.073881
S0 无过滤全市场,2025-11-05,0.073805
S0 无过滤全市场,2025-11-06,0.073451
S0 无过滤全市场,2025-11-07,0.073485
S0 无过滤全市场,2025-11-10,0.073444
S0 无过滤全市场,2025-11-11,0.073197
S0 无过滤全市场,2025-11-12,0.073030
S0 无过滤全市场,2025-11-13,0.072483
S0 无过滤全市场,2025-11-14,0.072419
S0 无过滤全市场,2025-11-17,0.072148
S0 无过滤全市场,2025-11-18,0.071938
S0 无过滤全市场,2025-11-19,0.072056
S0 无过滤全市场,2025-11-20,0.071147
S0 无过滤全市场,2025-11-21,0.071407
S0 无过滤全市场,2025-11-24,0.071579
S0 无过滤全市场,2025-11-25,0.071401
S0 无过滤全市场,2025-11-26,0.071247
S0 无过滤全市场,2025-11-27,0.071070
S0 无过滤全市场,2025-11-28,0.071070
S0 无过滤全市场,2025-12-01,0.070800
S0 无过滤全市场,2025-12-02,0.070676
S0 无过滤全市场,2025-12-03,0.070474
S0 无过滤全市场,2025-12-04,0.070285
S0 无过滤全市场,2025-12-05,0.070333
S0 无过滤全市场,2025-12-08,0.070028
S0 无过滤全市场,2025-12-09,0.069791
S0 无过滤全市场,2025-12-10,0.069729
S0 无过滤全市场,2025-12-11,0.069569
S0 无过滤全市场,2025-12-12,0.069137
S0 无过滤全市场,2025-12-15,0.068905
S0 无过滤全市场,2025-12-16,0.068696
S0 无过滤全市场,2025-12-17,0.068226
S0 无过滤全市场,2025-12-18,0.068236
S0 无过滤全市场,2025-12-19,0.068291
S0 无过滤全市场,2025-12-22,0.068146
S0 无过滤全市场,2025-12-23,0.067958
S0 无过滤全市场,2025-12-24,0.067856
S0 无过滤全市场,2025-12-25,0.067737
S0 无过滤全市场,2025-12-26,0.067608
S0 无过滤全市场,2025-12-29,0.067209
S0 无过滤全市场,2025-12-30,0.067185
S0 无过滤全市场,2025-12-31,0.067304
S0 无过滤全市场,2026-01-05,0.067243
S0 无过滤全市场,2026-01-06,0.067134
S0 无过滤全市场,2026-01-07,0.066865
S0 无过滤全市场,2026-01-08,0.066767
S0 无过滤全市场,2026-01-09,0.066985
S0 无过滤全市场,2026-01-12,0.066992
S0 无过滤全市场,2026-01-13,0.066820
S0 无过滤全市场,2026-01-14,0.066293
S0 无过滤全市场,2026-01-15,0.066430
S0 无过滤全市场,2026-01-16,0.066138
