序号,代码,名称,买入日,买入价,卖出日,卖出价,股数,净收益率,盈亏(元),持有交易日,卖出原因
247,002706,良信股份,2021-10-21,14.88,2021-10-25,13.836,31900,-7.1113%,-33773.05,2,止损
248,600071,凤凰光学,2021-10-21,40.13,2021-10-26,42.179,12400,5.0005%,24895.36,3,止盈
249,600277,ST亿利,2021-10-21,4.589,2021-10-26,5.464,108900,18.9465%,94737.14,3,止盈
250,002312,川发龙蟒,2021-10-22,15.467,2021-10-26,17.19,32300,11.0333%,55147.16,2,止盈
251,002922,伊戈尔,2021-10-22,23.831,2021-10-26,27.145,20900,13.7946%,68740.58,2,止盈
252,300472,ST新元,2021-10-22,30.035,2021-10-27,25.007,16600,-16.8221%,-83913.68,3,止损
253,300693,盛弘股份,2021-10-22,32.536,2021-11-01,31.943,15300,-1.9214%,-9569.83,6,到期
254,002108,沧州明珠,2021-10-25,8.044,2021-10-27,9.305,57800,15.5647%,72403.19,2,止盈
255,300052,中青宝,2021-10-25,19.5,2021-10-29,18.501,25600,-5.2180%,-26060.81,4,止损
256,300437,清水源,2021-10-25,28.924,2021-10-27,33.233,17200,14.7823%,73578.87,2,止盈
